wt_1,lak_1,wt_2,lak_2,wt_3,lak_3
Dr.796.1.S1_at,10.39166992,11.75827427,11.4127876,12.19559524,11.66284174,12.21647912
Dr.12138.1.S1_at,5.493229897,5.847971386,6.06234952,6.621033437,5.907663275,6.419605161
Dr.4420.1.S1_at,8.920735203,9.736726537,9.342452257,9.70055679,8.675431781,9.159102423
Dr.5205.1.A1_at,4.14752721,3.693792281,3.688189043,2.892268725,4.292639451,3.779086442
Dr.3664.2.A1_at,9.864040368,9.556049999,10.49228525,9.58976446,9.855201303,8.90177593
Dr.1519.1.S1_at,9.577326366,8.944630143,9.320700169,8.833936858,9.132270473,8.967931097
Dr.4544.1.S1_at,4.959241703,5.971108674,5.361250283,5.980740581,5.942518785,7.346965687
Dr.13985.1.A1_at,7.48927239,8.354942511,6.456956003,8.90081231,7.32874205,8.328761206
AFFX-BioDn-5_at,9.854572259,9.598021758,10.37689736,9.853014613,10.00356995,9.718136578
Dr.8154.1.S1_at,3.002251767,4.60292719,4.046242363,5.727918466,4.480904667,5.016247259
Dr.21693.1.A1_at,7.604983301,7.01712892,7.527095869,7.066988986,7.007878663,6.115429063
Dr.930.2.A1_at,10.89997409,10.49706317,10.87477039,10.63243718,10.54436163,10.33609473
Dr.4609.1.S2_at,11.80208401,11.97521694,11.4918382,11.75875882,11.64800633,11.83235863
Dr.12887.1.A1_at,4.766271051,5.343183081,4.785910746,5.12742193,5.056567216,5.228822829
Dr.8280.1.S1_at,4.569583964,5.244508565,2.454651056,4.601255067,2.794682249,5.210300353
Dr.24648.1.A1_s_at,10.18362492,9.942698336,10.31222357,9.896184004,9.959264015,9.383713364
Dr.1149.2.A1_at,14.26536735,14.45976735,14.44470838,14.59714842,14.15102555,14.49647472
Dr.15061.1.S1_at,10.70986665,9.948209178,10.57352824,10.02400177,10.57394387,10.3909521
Dr.4113.1.S1_at,11.13699312,11.74381676,11.10739422,11.40224955,11.16911413,11.38210419
Dr.18052.1.S1_at,10.24753127,10.01199252,9.923468672,9.519721933,10.38366864,9.930587045
Dr.13513.1.A1_at,10.80093492,10.28563453,10.78550473,10.61357991,11.16643705,10.63523594
Dr.12831.1.S1_at,10.02219018,10.26464432,9.366046041,10.0627952,9.676474682,10.12270039
Dr.13489.1.S1_at,9.740308325,9.294593157,9.294897404,8.974505174,9.522415792,9.314939793
Dr.20329.1.S1_at,5.547876898,6.074169912,5.637931537,6.009681707,5.490535118,5.654432675
Dr.3328.2.S1_a_at,8.6115997,8.156141297,8.692089115,8.175217679,8.058140792,7.316809577
Dr.15998.1.A1_at,4.139444796,3.755656735,4.272209402,4.05402184,4.629787205,4.17293132
Dr.24059.1.A1_at,7.967623791,5.961942797,6.658466507,5.024651681,6.701937601,6.151632038
Dr.11824.1.S1_at,12.57207039,13.01967778,12.39668713,13.14193097,12.48645232,12.69147928
Dr.26405.1.S1_at,8.657512247,8.331753221,8.895128246,8.689273417,9.088393997,8.578463095
Dr.16377.1.A1_at,3.10865501,3.250099135,3.184799043,3.48337014,3.15011271,3.605146161
Dr.3918.1.A1_at,10.44302025,9.559242088,10.21786264,9.637308426,9.655394827,9.368111598
Dr.3758.1.A1_at,10.93768489,10.24434566,10.58294397,10.42519487,10.97472243,10.24689413
Dr.371.1.S1_at,10.5317006,11.33351455,10.91010222,11.29084701,9.810877945,10.75063647
Dr.6766.1.A1_at,7.293568542,7.849127481,7.209501214,7.365009957,7.076959262,7.604980175
Dr.23814.1.A1_at,9.422419634,9.75455374,9.031009368,9.291069959,9.26239513,9.523051342
DrAffx.1.72.S1_at,6.820362426,7.016822141,6.493323893,7.067204326,6.948522487,7.335771509
Dr.15040.1.S1_at,8.744500914,8.270391177,9.261269036,8.33212129,10.13588303,8.785934057
Dr.11057.1.S1_at,9.420452863,8.972363858,9.144909239,8.463893996,9.364317116,9.115597626
Dr.17001.1.A1_at,3.447998001,3.26719798,3.617354428,3.249854697,3.947899761,3.493692795
Dr.12018.1.A1_at,7.432589058,7.249564228,7.328606645,6.923434851,7.631605172,7.335412303
Dr.39.1.S1_at,11.56207602,11.78568609,11.30060759,11.60577062,11.46984733,11.59580598
Dr.14875.1.S1_at,5.153888225,6.561700037,3.359566348,6.540315207,5.769339101,6.967753374
Dr.17432.1.A1_at,4.838245963,4.107664531,4.319334384,3.967213767,5.142889678,3.84432935
Dr.17925.1.S1_at,4.1549533,5.26357706,4.555354129,5.261880894,3.187246528,5.522743316
Dr.21921.1.A1_at,6.01498053,5.414197431,6.151984051,5.441586953,5.353122573,5.082369074
Dr.12542.1.A1_at,7.356910438,7.21668246,7.159549601,6.967688121,7.359916961,7.054724428
Dr.5424.1.A1_at,11.75253946,12.0857697,12.04998484,12.19288071,11.67051883,12.16026171
Dr.12517.1.A1_at,9.213098569,9.70613615,9.066512643,9.444716741,8.434636083,9.017990448
Dr.18512.1.A1_at,8.332814253,7.88320336,8.347352234,8.045816328,7.944846296,7.295713484
Dr.26543.1.A1_at,9.96886732,10.30828085,10.05495575,10.33993161,10.17287035,10.25674691
Dr.20131.8.S1_at,11.42469244,11.69860277,11.50002893,11.87664745,11.66188726,11.76911814
Dr.10502.1.S1_at,5.07771261,5.337412349,4.918961842,5.766613511,4.455038984,5.113497663
Dr.9702.1.S1_at,8.842467901,8.028435051,8.461882761,7.927457087,7.854870322,7.454435587
Dr.11167.1.A1_at,4.619855739,3.664786847,5.704816072,4.553460488,4.904042277,4.492169639
Dr.18698.1.A1_at,9.938450229,9.687525384,9.737829096,9.657498664,9.904532262,9.645163666
Dr.20198.1.S1_a_at,6.508359376,5.912985586,7.479742186,5.325220164,8.649515045,6.296498133
Dr.9411.1.A1_at,2.179256758,2.757939875,2.159622999,2.411799385,1.694945355,2.144696462
Dr.7738.1.A1_at,6.616772186,10.13214736,2.109362414,8.371180883,7.759211348,9.901754258
Dr.16034.2.A1_at,10.81804467,10.67534002,11.11970111,10.7663427,10.96145661,10.77458706
Dr.25999.1.A1_at,4.069833459,3.588488367,3.970240068,3.402843835,4.592856394,4.214339752
Dr.10453.1.S1_at,7.668298839,6.275469795,7.136093314,5.253257062,5.130975154,3.537565734
Dr.6328.1.A1_at,6.9253007,6.400613184,6.796009114,5.981843311,6.024005257,5.563844886
Dr.25033.1.A1_at,11.37072637,11.05738502,10.8920997,10.46073456,11.40386007,10.58871246
Dr.23392.1.A1_at,3.816748725,4.446949134,3.025187499,3.827429929,4.062857616,4.469323917
Dr.15823.1.A1_at,10.28923589,10.54145624,10.33329602,10.44701642,10.06639782,10.33297839
Dr.9653.1.A1_at,4.756101958,4.281886036,5.107393331,4.474695559,4.634406257,4.478756723
Dr.955.1.A1_at,10.56089163,10.38582754,10.26675526,9.955028063,10.57009838,10.22262074
Dr.19345.1.A1_at,10.88119948,10.32343806,10.49961067,10.31934697,10.61544507,9.870796195
Dr.382.1.S1_at,13.70608617,13.8775977,13.4866552,13.92100589,13.86166546,14.09771205
Dr.20054.1.S1_at,5.749024383,5.022044784,5.138296974,3.928779372,6.766537205,4.410979594
Dr.8666.1.A1_at,7.026144068,6.796212915,7.435873128,6.914017077,7.791309791,7.139881239
Dr.19049.1.A1_at,7.887135518,7.309378973,8.613878757,7.758326047,8.142257184,7.867233196
Dr.18773.2.A1_at,7.604862087,7.903597565,7.715751593,8.6670156,7.908359938,9.0459382
Dr.1160.1.A1_at,10.90012337,10.81117873,10.86153216,10.7197445,10.8255226,10.71214828
Dr.16417.1.A1_at,7.008568178,8.035618768,7.018011897,7.248352387,6.954764425,8.078414151
Dr.17814.1.S1_at,4.083200071,4.70754859,4.063765724,4.851690401,4.014099493,4.194956908
Dr.25218.1.A1_at,8.5315036,8.338420785,8.949625742,8.529558822,8.48769604,8.132792285
Dr.15371.1.A1_at,6.632508008,6.453920475,6.526374169,6.279120364,6.327340679,6.104313461
Dr.2668.1.S1_at,12.83976928,13.14227551,13.24665162,13.56450344,13.01516241,13.71815423
Dr.20189.1.A1_at,3.193560359,2.917974644,3.500523547,2.941108727,3.72470456,2.626372383
Dr.19509.1.S1_at,5.428601614,6.187806831,5.086421486,5.562646079,4.178370529,5.307493914
Dr.24531.1.S1_at,5.067782199,4.610965943,4.790044935,4.570346719,5.465773869,4.945558705
Dr.20373.2.A1_at,8.283325507,7.94561207,8.704717952,8.110961868,8.094551931,7.865801951
Dr.16829.1.A1_at,9.817785742,10.15065844,9.644324789,9.960903462,9.767614981,9.862924726
Dr.13710.1.A1_at,7.008268698,6.85673788,7.157306279,6.518741988,7.398170114,6.563954694
Dr.19892.1.A1_at,2.482659577,2.836820251,2.283668884,2.896048309,2.204205265,2.404543632
Dr.9388.1.A1_at,10.53682105,10.35421612,10.82627655,10.43260669,10.38563609,9.991017084
Dr.5335.1.S1_at,6.076803549,7.370753539,4.898790611,5.758644115,4.817331548,5.69294856
Dr.752.1.A1_at,8.723640086,8.597941478,8.811827755,8.408147277,8.585115374,8.348958752
Dr.23460.1.S1_at,10.1027268,10.3351633,10.30484906,10.51547803,9.860253173,10.38291736
Dr.26134.1.S1_at,3.011525421,2.932691914,3.015816486,2.743571318,3.104208583,2.892545165
Dr.11066.2.A1_x_at,7.938331034,7.655104598,7.426799744,7.124830562,7.639305508,7.198238436
Dr.12295.2.A1_at,10.17129289,10.31509028,9.785777081,10.36722815,10.175365,10.6426152
Dr.2706.1.A1_at,7.945899403,8.085577417,7.729433368,7.914923123,7.81748959,8.172948722
Dr.9045.1.A1_at,3.480653279,3.904849275,3.286492967,3.477122921,3.380150653,3.59559917
Dr.11399.1.A1_at,10.77385285,10.9203855,10.43807117,10.82696827,10.70515465,11.22438291
Dr.13701.1.A1_at,9.663085759,10.02778322,10.10358569,10.30341835,9.875643189,10.48556595
Dr.16822.1.A1_at,10.90764064,10.70841007,10.95592257,10.88278452,10.98073032,10.73510787
Dr.16258.1.S1_at,10.04469828,10.2613519,9.644226605,9.933466292,9.553647694,10.08675645
Dr.6983.1.A1_at,8.870833759,8.432780679,8.565998656,8.35222659,9.267373424,8.585791403
Dr.11605.1.A1_x_at,8.104896709,8.739506893,7.646744611,8.355239596,8.211022048,8.380246003
Dr.21674.1.A1_at,3.468101699,3.347152988,3.435772351,3.076322198,3.39600445,3.211694547
Dr.13775.1.S1_at,6.702280767,5.669634407,6.479072776,5.797417189,6.769115563,6.511860639
Dr.17817.1.A1_at,7.090900771,6.943755433,7.152908617,6.694388576,7.235968287,7.007734431
Dr.17386.1.S1_at,10.68297175,10.55701094,10.60799769,10.38454189,10.89643855,10.63533991
Dr.10637.1.S1_at,9.489893839,9.647129756,9.220024775,9.688163271,9.612668474,10.11092744
Dr.25638.1.A1_at,10.95155552,11.19881019,10.85866818,11.57331326,10.88788088,11.16067049
Dr.24909.1.S1_at,10.15377086,10.60273906,10.01970499,10.34484055,10.23591414,11.18247596
Dr.796.1.S1_x_at,10.40240202,11.90366224,11.41388055,12.12945274,11.54295512,12.00589059
Dr.10224.1.S1_at,8.177427467,7.168093797,9.086957158,8.517893332,8.349424958,7.723207823
Dr.12383.2.S1_a_at,4.098185838,5.829673063,4.11241472,6.785452268,4.238622823,4.783689609
Dr.14049.1.S1_at,8.283789661,7.776114743,8.541382711,8.353583963,8.491929695,7.764433868
Dr.17071.1.A1_at,7.714963265,7.462594365,7.580924327,7.521559911,7.697499912,7.470826529
Dr.12878.3.A1_x_at,3.426407485,4.079706303,3.974183927,4.78987731,3.801580696,5.67015484
Dr.14353.2.A1_at,3.845111147,3.410718386,4.097509601,3.159675306,4.658346783,2.758455824
Dr.2974.1.A1_at,9.823132029,10.31250218,10.33051942,10.51213038,9.656788363,10.28852927
Dr.3328.2.S1_x_at,2.79763762,2.680768618,2.868615907,2.760245719,2.742482737,2.606671986
Dr.5378.1.S1_at,11.32615506,11.48420554,11.5804485,11.76910132,11.38294325,11.74286043
Dr.11658.1.A1_at,10.77166516,10.45436312,11.50250587,11.03133309,11.41452659,10.56275791
Dr.18648.1.S1_at,3.551578791,3.093790065,3.210087274,3.109809107,3.550810387,3.179062907
Dr.5284.1.S1_at,10.48255004,10.30650517,10.67492097,10.27789957,10.31099457,9.796842115
Dr.1162.1.S1_at,8.680771267,8.481160198,8.408881302,7.841310558,8.608143912,7.809957944
Dr.1741.1.A1_at,5.481904334,4.993945584,5.401516486,4.581517318,4.949353006,4.742441167
Dr.22828.1.A1_at,10.41299617,9.424034773,11.12116302,10.15818368,10.13086166,9.860265514
Dr.7825.1.A1_at,4.791450754,4.005950585,4.274939719,4.074050837,4.94485423,3.802847633
Dr.17767.1.S1_at,6.382077115,6.944100839,6.658131393,6.798037557,6.624586099,7.319472503
Dr.13342.1.A1_at,9.242275975,9.535134005,9.369064393,9.500016273,9.027205139,9.566959297
Dr.13028.2.S1_at,2.738785283,3.09518567,2.459306134,2.770135181,2.739195745,2.859238582
Dr.17960.1.S1_at,2.975357042,2.525657241,2.571845133,2.457979477,2.893730241,2.561250409
Dr.1441.1.S1_at,14.47200195,14.31237617,14.42908085,14.37256513,14.46460565,14.28384148
Dr.12443.1.A1_at,7.711865592,8.985735477,9.182266525,9.621468406,8.766719448,9.652133685
Dr.24810.1.A1_at,7.078843784,7.725995527,7.483498389,7.740172215,6.553514264,7.603405277
Dr.9905.1.A1_at,8.801349163,8.507511785,9.035400574,8.83325532,8.739223898,8.575828552
Dr.13826.1.A1_at,5.890969254,5.536331511,6.239464323,5.871490782,6.740930446,5.97958416
Dr.15894.1.S1_at,9.6913634,9.875237846,9.706039707,10.04858504,9.208132677,9.766209579
Dr.17446.1.S1_at,11.84656157,11.33184658,11.70638079,11.56188593,11.56508948,10.9727246
Dr.18793.1.A1_at,3.731480103,3.042461387,3.575420676,3.229217276,4.65161566,3.495628842
Dr.15296.1.A1_at,9.766631117,9.474603502,9.912377857,9.760354506,10.15022646,9.824421768
DrAffx.2.82.S1_at,8.801831198,9.86349224,8.693504997,9.684332756,8.247108182,8.579666189
Dr.9055.1.S1_at,8.235687233,8.00134015,8.658363043,8.335333876,8.210158133,7.781718692
Dr.18105.1.A1_at,10.63410855,10.16065327,10.54383744,10.2143659,10.02425809,9.751285964
Dr.16042.1.A1_at,10.09548399,9.362667257,9.809930125,9.30539253,9.305832336,9.092072075
Dr.17019.1.S1_at,3.828964797,3.607510331,3.865958529,3.545025418,3.802671954,3.731659547
Dr.7616.1.A1_s_at,13.41482494,13.51597155,13.24866933,13.44413094,13.12027297,13.41402869
Dr.5681.1.S1_at,11.52386391,11.17674365,11.3740727,10.95563101,11.18977798,10.29174761
Dr.1543.1.S1_at,6.503782563,6.178429799,6.913949947,6.599503544,6.777409999,6.585652133
Dr.14683.1.S1_at,9.722941395,9.458097548,9.797480019,9.206147428,9.380690956,8.528552571
Dr.20398.1.A1_at,7.589911334,7.060322024,8.203621906,7.693636784,7.979715604,7.723111303
Dr.21280.1.S1_at,8.73956956,8.86666201,8.718001671,8.946574298,8.782426877,9.210360356
Dr.25683.4.S1_at,11.57080008,11.84585498,11.44178022,11.70320683,11.78799581,11.89724636
Dr.10742.2.S1_a_at,7.601290208,7.062083444,8.35035571,7.936717649,8.422778659,7.79966926
Dr.24000.1.A1_at,2.956421403,6.651340417,3.4672218,6.295704598,4.722220536,5.238185712
Dr.5583.1.A1_at,8.028092207,9.51092673,7.458523944,9.20772731,9.177010234,9.53037783
Dr.12249.1.A1_at,2.802953718,6.947073874,6.088099623,6.836320519,3.109437148,6.365853027
Dr.4877.1.S1_at,10.01503319,9.580090089,9.863579116,9.700401831,9.62093181,9.367546202
Dr.25770.4.A1_at,5.228042549,4.579040565,5.050963288,4.673115441,4.950671481,4.82557127
Dr.5292.1.A1_at,9.484525978,9.32830398,9.236668652,9.106065452,9.444020677,9.204168881
Dr.7453.1.S1_at,9.046494222,8.087698426,9.219557062,8.999113332,9.046186588,7.988296459
Dr.15895.1.S1_at,3.30754776,3.064131878,3.619694917,3.107322072,3.381111141,3.236112282
Dr.15366.1.S1_at,4.526948221,3.868127621,4.207915659,4.072083284,4.825871075,4.006956762
Dr.19082.1.A1_at,6.62342203,5.406742901,7.184722096,5.74595869,5.144234721,4.531328636
Dr.19438.1.A1_at,2.790829276,3.290665254,2.712691549,2.825324415,2.797408884,3.190852756
Dr.12260.1.A1_at,10.10549348,10.80620569,10.29125512,10.42531323,9.887536368,10.41001596
Dr.11789.1.S1_at,9.476874295,9.299143112,9.378432192,9.319480654,9.493885901,9.340261132
Dr.12680.1.S1_at,9.899351105,9.448947389,10.172926,9.791423847,9.71077742,9.577576688
Dr.1714.1.A1_at,6.730788399,5.917234651,6.588095424,6.353130488,6.352860178,5.998337649
Dr.25491.1.S1_at,4.361389762,4.694298869,3.389111698,4.786109817,4.319531145,5.084746405
Dr.2024.2.A1_at,10.60111129,10.77083189,10.49346199,10.62400597,10.65903546,10.75611584
Dr.2268.1.A1_at,7.5134816,6.794892654,7.299448847,6.577657267,6.46761831,6.165758012
AFFX-r2-Ec-bioB-5_at,7.510602163,6.723071894,8.046451259,7.469217519,7.572587804,7.344819327
Dr.17886.1.S1_at,3.156514256,3.61898214,3.078829016,3.239656969,2.950289765,3.746776218
Dr.18807.1.S1_at,7.366521033,7.494849888,7.472408204,7.630594363,7.575032391,7.754177706
Dr.138.2.S1_at,10.68596867,10.53125255,10.78089031,10.55399376,10.72392521,10.21217505
Dr.20395.1.A1_at,11.24617404,11.14050174,11.42567555,11.14120875,11.64986173,11.27770778
Dr.25394.1.A1_at,8.827890247,9.201300744,8.791352522,9.168537699,8.388841514,8.627573852
Dr.14382.1.S1_at,7.29467703,7.921920116,5.47493874,7.618365949,6.988840072,8.006234932
Dr.8835.2.S1_at,8.147894859,7.972793961,8.306616135,7.746657807,8.441546124,7.460050896
Dr.3532.1.A1_a_at,5.340823615,5.797804473,5.842297326,6.127976084,5.135769829,6.148412227
Dr.24671.1.S1_at,14.81976295,14.69808207,14.744976,14.61002625,14.77960586,14.4575865
Dr.11668.1.A1_at,7.912578754,8.447840553,7.710745395,7.859425444,7.511894715,8.228102962
Dr.23652.1.A1_at,7.002396416,8.845737314,7.299601856,7.937672491,5.019983513,8.076560251
Dr.20233.1.S1_at,6.561612032,6.828119298,6.973574908,7.681960125,7.105236302,7.754653942
Dr.14866.1.A1_at,7.144996136,6.285210979,7.596029051,7.059429451,6.452847136,5.857829713
Dr.18240.1.A1_at,3.331174659,3.125033672,3.376306416,3.289388487,3.545250773,3.32463895
Dr.10387.2.A1_at,10.58075142,10.41772387,11.01770704,10.70472767,10.91081187,10.66352582
Dr.25784.1.S1_at,5.012339423,5.476531001,5.17061348,5.318229955,4.803908727,5.083553414
Dr.9123.1.A1_at,8.62945328,9.270632097,7.496703067,8.412950293,7.853490652,8.28820074
Dr.16306.1.S1_at,5.113888195,6.225637062,3.79655322,5.324600102,3.729916798,4.337274501
Dr.9200.1.A1_at,9.557658266,9.167628618,9.866518384,9.286374586,9.093431257,8.849450242
Dr.7833.1.S1_at,7.117203344,7.400785058,7.668857663,8.31062399,7.18221243,7.687578662
Dr.8026.1.A1_at,11.17733421,10.62140479,10.84548566,10.68354524,10.81833603,10.06033474
Dr.15824.1.S1_at,8.013013125,8.159728028,8.277489034,8.74112131,8.173706058,8.547743255
Dr.13695.1.S1_at,5.12276314,4.506971238,6.496225843,4.406826069,4.386721177,2.557088372
Dr.15277.1.A1_at,4.254178188,3.969969004,3.969230668,3.486970355,3.636524799,3.250921237
Dr.1315.1.S1_at,12.90162731,12.66563539,13.0836711,12.6423543,12.55207191,12.33091398
Dr.17352.1.S1_at,9.307651276,8.183325452,9.359118731,9.009272727,9.287223781,8.855758466
Dr.9394.2.S1_at,7.684677296,8.018016918,7.648947719,7.752346677,7.375389662,7.891051672
Dr.749.1.S1_at,13.64233208,13.91532118,13.86271224,13.92471129,13.74766744,13.95545919
Dr.20214.1.A1_at,11.54389697,11.3763283,11.55658525,11.09540783,11.98308891,11.12802801
Dr.14017.1.A1_at,9.720041398,9.478931608,10.27029557,9.568486534,9.980031329,9.712634181
Dr.895.1.S1_at,13.18460568,13.02754302,13.44057327,13.23884398,13.32916725,13.20816511
Dr.14426.1.S1_at,10.55576154,9.982392111,9.873141785,9.703724306,10.34845464,9.925197714
Dr.21628.1.A1_at,7.008725469,4.717129814,5.913225497,4.607960673,9.77707386,4.631028521
Dr.22293.1.A1_at,10.55035972,10.46274724,10.79043576,10.5421137,10.58707536,10.41618212
Dr.16486.1.A1_at,2.914467005,3.279783719,2.935376782,3.373020193,3.29166053,3.377689675
Dr.25326.1.A1_at,10.12905267,9.974020635,10.49527778,10.24179586,10.53790089,10.06353722
Dr.19762.1.S1_at,3.994301238,4.596363761,4.652667601,4.781065112,4.316249546,4.89470426
Dr.9163.1.A1_at,10.30432838,9.858298391,10.23951412,10.08311266,10.23700631,10.08791738
Dr.7400.1.A1_at,5.52689696,4.9972189,5.082196545,4.692419919,4.823474831,3.875496464
Dr.12118.2.S1_at,5.36202964,4.847803801,5.307172106,5.172573324,5.665977011,5.300942221
Dr.21798.1.A1_at,6.267802485,6.105299126,6.11135061,5.370191824,6.606376257,5.918379957
Dr.25898.1.A1_at,7.509681194,6.96676717,7.394043896,7.211682646,7.148633145,6.926727074
Dr.2651.1.S1_at,7.312942309,7.72866716,7.00258334,7.64228384,6.691744729,6.974871156
Dr.17270.1.A1_at,8.758498093,8.448179122,8.533703659,8.427346402,8.97241079,8.620047818
Dr.10192.1.A1_at,7.889440097,7.14901518,8.762918327,8.003319838,7.305458681,6.476585066
Dr.428.1.S1_at,9.494965388,9.164569798,9.339057201,9.273923024,9.317342345,9.031341321
Dr.17904.1.A1_at,5.865564985,4.781765152,6.107604708,5.233597135,4.996107105,4.762387529
Dr.18282.1.S1_a_at,13.88904788,14.49151894,13.50773994,14.33720124,13.56846875,13.74208438
Dr.111.1.A1_at,5.517994139,5.061464509,6.198802343,5.79086004,5.472291862,4.800408911
Dr.4416.3.A1_at,5.32020042,5.147674615,5.978691422,5.182199762,6.293662409,5.287944524
Dr.16697.1.A1_at,8.014801134,7.889140085,8.404567336,7.842171915,7.973638356,7.60804796
Dr.18707.1.S1_at,4.446492895,5.033743761,5.162677634,5.407195145,5.117041614,5.825740861
Dr.2396.1.A1_at,9.847337277,9.753501548,9.881410951,9.680149687,9.826196808,9.749737024
Dr.25177.1.S1_at,12.16916842,11.90932083,11.97669477,11.7474506,11.83620461,11.74056597
Dr.20948.1.S1_at,6.903923863,8.588138957,7.632237186,8.384882983,7.929097158,8.295441
Dr.10651.1.A1_at,7.591488945,8.015347345,7.457863688,8.576876719,6.731042115,9.028026357
Dr.22271.1.A1_at,4.994185943,5.254253583,5.018912766,5.347397688,4.75891533,5.692114146
Dr.683.1.A1_at,8.142121783,7.555280353,8.666555047,7.927363985,8.72570768,8.485100294
Dr.5018.1.A1_at,10.57078691,10.43213261,10.63102879,10.1890677,10.77921356,10.56630654
Dr.17611.1.A1_at,4.704317566,5.13432547,4.886749011,5.308345032,5.494835454,5.973428405
Dr.12482.2.A1_x_at,3.097718956,3.020729176,3.377585888,2.921205563,3.550565671,3.034853238
Dr.16690.1.A1_at,8.044496893,7.406498587,8.183563912,7.970067743,7.825593754,7.530841149
Dr.6099.1.S1_at,1.977629777,2.242100277,1.911795813,1.981827988,1.975669611,2.178124677
Dr.7065.2.A1_at,2.970386674,3.590209329,3.128072108,3.454006391,2.923851205,3.076481726
Dr.23613.1.A1_at,4.167077758,4.944365188,4.360397737,4.88916328,4.037240974,4.212648841
Dr.9556.1.S1_at,8.112103949,7.948509053,8.329909948,8.135371328,8.51758931,8.248367739
